θ,cost,cost_baseline
5.0,0.19115324929637595,0.23655490002689997
5.05,0.19009998889415847,0.2369359550784467
5.1,0.18895721245697372,0.23653492953081898
5.15,0.18793866404797374,0.23546947862908546
5.2,0.18711563054764138,0.23331384914455516
5.25,0.18625118866282775,0.2303176577353519
5.3,0.18548608876471956,0.22704496199518698
5.35,0.18467276211618552,0.22342136974844148
5.4,0.18400280281460782,0.219472153810712
5.45,0.18330936481846982,0.21531979938351764
5.5,0.1825833915758761,0.2116776146151267
5.55,0.18191479239476707,0.20820525767217973
5.6,0.1813399964813108,0.20519296362900732
5.65,0.18077584106901415,0.20265363707828837
5.7,0.18022438895867718,0.2004758582895059
5.75,0.17974543861617404,0.19866136768978407
5.8,0.17928374865107927,0.19742506161427162
5.85,0.1788566713889886,0.19621526991919527
5.9,0.17849041625279827,0.19518927209318912
5.95,0.17816589966350424,0.19453335273256037
6.0,0.17790475369635295,0.19328757776698582
6.05,0.1776280266805272,0.19197334858550563
6.1,0.17739036968143387,0.1905995765890712
6.15,0.17717822035320602,0.18846152475466527
6.2,0.17698194473234505,0.18625399868033216
6.25,0.17683217129988235,0.1838414797339718
6.3,0.17671473353292727,0.18154149270046668
6.35,0.17661076033906742,0.17901179717665314
6.4,0.1765379168117366,0.17694439999617145
6.45,0.17650869123984003,0.1752916627455376
6.5,0.17651883962899342,0.1735243036560282
6.55,0.17658427058680795,0.17204367150884042
6.6,0.17669895803893476,0.17131053141187852
6.65,0.17687078853876564,0.17053094282404566
6.7,0.17709140141518742,0.17016365465693337
6.75,0.17738536485929732,0.1697869124859813
6.8,0.17776039172646976,0.1694990553878765
6.85,0.17817527909069544,0.1695353889911554
6.9,0.17867778393341216,0.16897094226443043
6.95,0.17925473461122285,0.16863188776721977
7.0,0.17991599216360668,0.16798473864646146
7.05,0.18063607103356916,0.16723920193490618
7.1,0.18144257943017192,0.16625777951465695
7.15,0.18230807512558514,0.16498144448258512
7.2,0.18324380416439667,0.16311352935914594
7.25,0.1842387442214097,0.16171441922202642
7.3,0.18528346338568052,0.15984191371475182
7.35,0.1863680198778404,0.15775370291674223
7.4,0.18750753463889505,0.1558211991137956
7.45,0.18867094271851606,0.15418525066514122
7.5,0.18984802586218077,0.15263461710643753
