y,yhat,yhat_baseline
-0.0031795020986632367,0.0,0.0
-0.0008936553035215807,2.692123925194957e-6,2.6942229804885054e-6
-0.000965234478630215,3.4893218179923245e-5,3.350445443395257e-5
-0.0038642805108659705,0.00014948477667081064,0.00014482334873789374
0.0006648576344392575,0.00039727886597171094,0.0003881160477750673
-0.0021300237693331657,0.0008204778895355983,0.0008046444687076667
-0.0019951997768829035,0.0014514444228560025,0.0014265235066220244
0.008325017589649488,0.002319036970502927,0.002283939149048379
0.001412636165850223,0.0034359130940917358,0.003387767736062444
0.004238028124456046,0.004780369681881508,0.004716719164512957
0.002146699842097459,0.006304347162263122,0.006226694958825297
0.005472252542809933,0.007953207869691248,0.007867342505032364
0.011047636487879464,0.009679207467708681,0.009603929449188258
0.011162501065006682,0.011420225164591345,0.011384691457261622
0.01730720337969547,0.013119476643498572,0.013162720605636542
0.015952397694399167,0.014734771982183379,0.014903669760401823
0.019367991660991297,0.01623077768046959,0.016579058278793444
0.023590368950393528,0.01758382853800393,0.018168146231552558
0.023174660119642903,0.018762754890853314,0.01963794528755841
0.022789756858620395,0.019747305141029514,0.020968550953828984
0.030311157065297502,0.020536956414961813,0.022158322288487107
0.029539641677237785,0.021138434959427164,0.023209956729103948
0.029028234667830218,0.021529260058742918,0.024093436291265098
0.025247347816850674,0.021690172788065485,0.024785487355380612
0.021007015678276772,0.021632176731360017,0.02528668685580088
0.016342943027762295,0.02139229823509153,0.025626180963142887
0.006656855267396758,0.02099258826880941,0.025812609610706715
-0.005040173883306332,0.020472956275247582,0.025878221621890015
-0.012938087748552205,0.019881371325758606,0.025863536066376182
-0.02737706166229695,0.01925262638998049,0.025797029007349155
-0.044927685904734505,0.018589886251994425,0.025675817618064426
-0.06157614029632727,0.0178922200740243,0.02549063823856037
-0.07655704446425675,0.01717141609685381,0.025246978342650946
-0.09526313629749314,0.016461773868789678,0.024971183114526983
-0.10818269595263688,0.015780567368035913,0.02467418007888357
-0.12610416050709172,0.015117070304969572,0.024339454517375188
-0.14488310537954277,0.014463273850927544,0.02395351491939295
-0.1587609478447651,0.013818067843614048,0.023512872414406197
-0.1719410166848455,0.013181647219798434,0.023013931983385118
-0.18478150043056604,0.012540981940510064,0.022443971962747094
-0.19301439485035315,0.011877442627769012,0.021786085734709804
-0.20189734037654686,0.011151924696015746,0.02100567468071563
-0.20777047918394387,0.010287388549004366,0.020031660159400055
-0.2104569837446215,0.009199901419470252,0.0187878891220256
-0.21358171878897717,0.007786937289542634,0.017172304400295532
-0.21337683414713643,0.005951660890206045,0.015099110791675197
-0.21493001425603522,0.003617264665211166,0.012501034860218209
-0.20634971422046341,0.0007440137276060726,0.00936459159797252
-0.20276680043922535,-0.0026752901511661003,0.005656405032435402
-0.19314963434689378,-0.0066122555936886955,0.0014060059363583653
-0.18610698084548516,-0.010996857767511735,-0.003320173604969055
-0.17736902282411837,-0.015732652047052837,-0.008429998099564944
-0.16872079984599164,-0.02068533748947642,-0.013791568754411484
-0.15556806751164298,-0.025691698034912083,-0.01922319846694454
-0.1496133280207371,-0.030565428973652938,-0.024534886088869973
-0.13642136334845315,-0.035127924039507895,-0.02955162215624378
-0.13231103476728787,-0.03922570953684984,-0.03410420717314261
-0.11966574727094981,-0.04272983386964856,-0.038082385922185054
-0.10777743155269698,-0.04553144175375519,-0.04140004574570176
-0.09791858278933237,-0.047504599197937904,-0.04391104011711982
-0.08752626301237651,-0.04852549214926954,-0.0454870167722565
-0.07730851753989279,-0.048492793033393836,-0.0460218282053368
-0.06576866103369983,-0.04735733100789672,-0.045468736272594464
-0.05127629705755485,-0.045161207069469696,-0.04386275792923138
-0.038779631047249206,-0.04202276515274197,-0.04132307034408249
-0.029910629227095115,-0.03811911467074937,-0.03802460889250098
-0.01074812188769772,-0.03364034049841013,-0.03414567209870362
