0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.1837089097830232e-6,-3.183708862342504e-6,-3.1837088149025374e-6,-3.1837087674622486e-6,-3.183708720021888e-6,-3.1837086725811796e-6,-3.1837086251405977e-6,-3.183708577699718e-6,-3.1837085302603914e-6,-3.1837084828198044e-6,-3.1837084353785055e-6,-3.1837083879387697e-6,-3.1837083404988104e-6,-3.1837082930584576e-6,-3.1837082456174627e-6,-3.1837081981774725e-6,-3.1837081507375893e-6,-3.1837081032967855e-6,-3.1837080558570345e-6,-3.1837080084161083e-6,-3.1837079609749584e-6,-3.1837079135354243e-6,-3.183707866095134e-6,-3.183707818655343e-6,-3.183707771214282e-6,-3.183707723774536e-6,-3.183707676333733e-6,-3.183707628893466e-6,-3.1837075814519793e-6,-3.183707534013286e-6,-3.1837074865727886e-6
-3.1017080988675765e-5,-3.101707645789587e-5,-3.101707192716877e-5,-3.1017067396413386e-5,-3.1017062865653795e-5,-3.1017058334863285e-5,-3.1017053804085534e-5,-3.101704927328225e-5,-3.1017044742626214e-5,-3.101704021185382e-5,-3.101703568101683e-5,-3.101703115032756e-5,-3.101702661961961e-5,-3.101702208887649e-5,-3.101701755807561e-5,-3.1017013027369715e-5,-3.1017008496675936e-5,-3.1017003965897805e-5,-3.1016999435219686e-5,-3.1016994904434095e-5,-3.101699037362937e-5,-3.1016985842976564e-5,-3.101698131225581e-5,-3.1016976781583964e-5,-3.101697225079415e-5,-3.101696772012972e-5,-3.101696318936815e-5,-3.1016958658657905e-5,-3.101695412783596e-5,-3.1016949597277116e-5,-3.1016945066551305e-5
-0.00010446910606274168,-0.00010446905540780777,-0.00010446900475284127,-0.00010446895409802733,-0.00010446890344331147,-0.00010446885278875491,-0.00010446880213425698,-0.00010446875147990591,-0.00010446870082530487,-0.00010446865017105919,-0.00010446859951704983,-0.00010446854886278949,-0.00010446849820866076,-0.00010446844755470046,-0.00010446839690096059,-0.00010446834624709125,-0.00010446829559328207,-0.00010446824493975483,-0.0001044681942860857,-0.00010446814363275227,-0.00010446809297954983,-0.00010446804232608777,-0.00010446799167286924,-0.00010446794101962705,-0.00010446789036674367,-0.00010446783971366022,-0.00010446778906088849,-0.00010446773840808696,-0.00010446768775562968,-0.00010446763710265674,-0.00010446758645015507
-0.00022970247877213728,-0.00022970222629889353,-0.00022970197382617762,-0.0002297017213546225,-0.0002297014688840426,-0.00022970121641464593,-0.00022970096394609056,-0.00022970071147867562,-0.00022970045901104816,-0.00022970020654527315,-0.00022969995408094506,-0.00022969970161640035,-0.00022969944915294423,-0.00022969919669070367,-0.00022969894422985614,-0.00022969869176920577,-0.0002296984393094012,-0.00022969818685119863,-0.0002296979343931529,-0.0002296976819368913,-0.0002296974294817179,-0.00022969717702629765,-0.00022969692457234953,-0.00022969667211895963,-0.00022969641966743485,-0.00022969616721586772,-0.00022969591476600372,-0.00022969566231667785,-0.00022969540986916758,-0.00022969515742053733,-0.00022969490497415555
-0.00038044822286408924,-0.0003804478770890417,-0.00038044685639620866,-0.00038044549176569455,-0.00038044393692523727,-0.00038044228284117495,-0.00038044488375087496,-0.00038044328511419186,-0.0003804415885038019,-0.0003804407997233089,-0.0003804401700753442,-0.0003804394543962783,-0.00038043871862041174,-0.00038043783907967175,-0.0003804368758514849,-0.0003804358304846417,-0.0003804346795946432,-0.00038043968492385,-0.0003804393383060333,-0.0003804313136788068,-0.0003804430544417532,-0.0003804426094988685,-0.00038044209091713297,-0.00038044030999070537,-0.00038043890643621887,-0.0003804438513427639,-0.0003804424363016736,-0.0003804409298854147,-0.00038043971515380835,-0.00038043157356508375,-0.00038042884566464295
-0.0005246221624925189,-0.0005246095390290226,-0.0005246347003131614,-0.000524646259521394,-0.0005246317565431565,-0.000524628718334256,-0.0005246200982276437,-0.0005246197932806825,-0.0005246178894518952,-0.0005246332007962503,-0.0005246105187226709,-0.0005246299887130993,-0.0005246170825946301,-0.0005246079532948822,-0.0005245922888021684,-0.0005245977995109546,-0.0005245818183765732,-0.0005246191027217519,-0.000524609675655349,-0.00052461189139802,-0.0005246030695048191,-0.0005246293328287338,-0.0005245994622605901,-0.0005246176665908355,-0.0005246359072550996,-0.0005246424201194503,-0.0005246350940763769,-0.000524623873738748,-0.000524622361076313,-0.0005245985621394779,-0.0005245962611981773
-0.0006863217069145343,-0.0006860165089824074,-0.0006862257947094157,-0.0006858937944060732,-0.0006860974074407543,-0.000685823362718779,-0.0006860404690221958,-0.0006864769119046937,-0.0006864765391909731,-0.0006857555638296726,-0.0006861631172119849,-0.0006863426419824973,-0.0006861836339454936,-0.0006863631826982672,-0.0006864240387943222,-0.0006856616696175928,-0.0006864109413996203,-0.0006860935586927261,-0.0006862397641865508,-0.0006857229103292199,-0.0006862593343154005,-0.0006853140014306516,-0.0006857405167767865,-0.0006859826407905596,-0.0006853186429323881,-0.0006862598205784068,-0.0006864806308274207,-0.0006853439836915203,-0.0006863190929464867,-0.0006863224942027931,-0.0006853704997659331
-0.0009251186558554695,-0.0009257351653444202,-0.0009255177906684899,-0.0009254532174928981,-0.0009258678178610585,-0.0009249233439511428,-0.0009257700937770791,-0.0009261543292408043,-0.0009237497309863459,-0.0009240861958979728,-0.0009254103859719459,-0.0009260557587871356,-0.0009257276119837289,-0.0009242859156727294,-0.0009256509838927843,-0.000923847202363011,-0.0009246133777838429,-0.0009242986736067371,-0.0009256827903832644,-0.0009240557728605457,-0.000925755659993771,-0.0009239772976727029,-0.0009250328034052371,-0.0009255557822354411,-0.0009239689831486926,-0.0009249858383970155,-0.0009261356044795743,-0.0009235090729793165,-0.0009258142047621826,-0.0009257688379105435,-0.0009244229153089256
-0.001312740074995194,-0.001311052996103511,-0.001314706265496925,-0.0013146509871352948,-0.0013112293906756502,-0.0013083737339853378,-0.001311091294892593,-0.0013131600449496218,-0.001309570332869256,-0.0013120608103427717,-0.0013145546140899689,-0.0013126783798879374,-0.001309618207753894,-0.0013123911171861679,-0.001309640884259978,-0.0013095058590606359,-0.0013086141833783859,-0.0013112438318086286,-0.0013150101145556648,-0.0013112900145528566,-0.001313075777146167,-0.0013114299344978036,-0.0013088291833184891,-0.0013133290912378242,-0.0013096258852577328,-0.0013125244403015945,-0.0013132308644477515,-0.0013101874482660013,-0.001312904673577294,-0.0013095999584580925,-0.0013136068061161757
