θ,cost,cost_baseline
5.0,2.796974945537886,1.2933159348037855
5.05,2.622829037096206,1.2050480194061715
5.1,2.4617498030151275,1.1216878236810353
5.15,2.303378388645957,1.04330458116584
5.2,2.1538987454584593,0.9699101216941715
5.25,2.0089365334103673,0.9014549601656857
5.3,1.8726996467948442,0.8378451813892281
5.35,1.7427069839320415,0.7789728797497901
5.4,1.619382662862539,0.7247209048564967
5.45,1.503591235730351,0.6749916555950374
5.5,1.3908115721529613,0.6297111425526961
5.55,1.2870269698300483,0.5888398424988162
5.6,1.1870062278644007,0.5523718997340448
5.65,1.0946056807555897,0.5203338913162505
5.7,1.0080265200231882,0.49278330407208165
5.75,0.9265969899682043,0.46979893007721074
5.8,0.8514703686616489,0.4514731829494194
5.85,0.7820094986549974,0.43790784954642864
5.9,0.718052035445542,0.4292016701749723
5.95,0.6594803108727054,0.425442600060632
6.0,0.606246492767442,0.42670367866533526
6.05,0.5583274013688572,0.4330322836990849
6.1,0.5157095140573681,0.44444894222982406
6.15,0.4783855421528364,0.4609436821535707
6.2,0.4463500228924061,0.48247667902867514
6.25,0.4195994684728137,0.508979958732943
6.3,0.3981327501435141,0.5403637309037593
6.35,0.3819515572949297,0.5765210239980406
6.4,0.37106010915785276,0.6173366242885141
6.45,0.36546461950874115,0.6626921489798723
6.5,0.36517268726518437,0.712475283411514
6.55,0.37019282138886367,0.7665850563116537
6.6,0.3805339822788081,0.8249385693564514
6.65,0.39620488718114233,0.8874720988516898
6.7,0.4172134911685603,0.9541450699831663
6.75,0.44356609684769327,1.024939632349299
6.8,0.47526656150280205,1.0998617722899693
6.85,0.5123158309143313,1.178938291745653
6.9,0.5547116534479298,1.2622159604545058
6.95,0.6024483261917027,1.3497530772746156
7.0,0.6555169454160537,1.4416289922653878
7.05,0.7139053070802841,1.5379281165411056
7.1,0.777598527432079,1.6387443097218497
7.15,0.8465793600528916,1.7441764826293589
7.2,0.9208283677734896,1.8543237781984496
7.25,1.0003243532975588,1.9692836511150553
7.3,1.0850446346919602,2.089154690563945
7.35,1.1749655147261684,2.2140278065816643
7.4,1.2700627936310114,2.3439807783152915
7.45,1.3703122991592573,2.4790889504793587
7.5,1.4756903401705226,2.619413722804061
