θ,cost,cost_baseline
5.0,1.9627261732555006,1.7813981444989149
5.05,1.8328318063753037,1.6609438821246423
5.1,1.7071112907098271,1.544366436106536
5.15,1.5856188676261544,1.4317285636597026
5.2,1.468406310352251,1.3230910079487974
5.25,1.3555227546060573,1.2185127090101429
5.3,1.2470145449657437,1.1180501499403792
5.35,1.142925158317552,1.0217574545652466
5.4,1.043295122469181,0.929686144545581
5.45,0.9481619724003871,0.8418849070255916
5.5,0.857560215541037,0.7583996048184128
5.55,0.7715213738796448,0.6792732095922509
5.6,0.6900739950140773,0.6045455931915937
5.65,0.6132436227615056,0.5342535150332024
5.7,0.5410528452748529,0.4684307750231377
5.75,0.4735213289593256,0.40710799040450146
5.8,0.41066585734125255,0.35031267185006065
5.85,0.35250039770928115,0.29806929662783266
5.9,0.2990361741114665,0.25039923467881103
5.95,0.25028174595402736,0.20732090010230203
6.0,0.20624310464500983,0.16884983598049289
6.05,0.16692376214869864,0.13499864011896867
6.1,0.13232484258103544,0.10577719377902296
6.15,0.10244518212265998,0.08119269939162885
6.2,0.0772814334072045,0.061249748095523096
6.25,0.05682817698218063,0.04595047477808983
6.3,0.041078025024390175,0.0352946339538256
6.35,0.030021732394984083,0.02927972671405635
6.4,0.023648314138382434,0.027901100975461012
6.45,0.02194515995669618,0.03115208136310228
6.5,0.024898148287123036,0.03902407439659322
6.55,0.03249176015933956,0.05150670694575203
6.6,0.04470919044092063,0.0685879258915106
6.65,0.06153246103819537,0.09025414205257172
6.7,0.08294252973652044,0.11649031437902649
6.75,0.10891939463947282,0.1472800990668611
6.8,0.13944220066454246,0.1826059675558341
6.85,0.1744893412758656,0.22244927354450014
6.9,0.21403855779233008,0.26679043619348436
6.95,0.2580670370147454,0.31560899299379824
7.0,0.3065515082520002,0.3688837380624075
7.05,0.35946833493823815,0.4265927831355753
7.1,0.41679359292203827,0.4887137260040986
7.15,0.4785031515839372,0.5552236577288806
7.2,0.54457275523152,0.6260993608980073
7.25,0.6149781023619989,0.7013173481581938
7.3,0.6896949177597064,0.7808538477442957
7.35,0.7686990181287621,0.8646850641174822
7.4,0.851966374240978,0.9527871453976545
7.45,0.9394731761026331,1.045136262236954
7.5,1.031195885467201,1.1417086970239165
