θ,cost,cost_baseline
5.0,0.8712301217250147,0.8617534301090477
5.05,0.7950593993890539,0.7858873126301955
5.1,0.7225464964780421,0.7136891524095964
5.15,0.6536799819697456,0.6451486630254837
5.2,0.5884510301710117,0.5802562673266533
5.25,0.5268528581206038,0.5190039563023945
5.3,0.4688810371942965,0.4613965512593293
5.35,0.41453288025931667,0.40742354586510765
5.4,0.3638068723464133,0.3570908310028794
5.45,0.31670307181325297,0.31039482795031564
5.5,0.2732225648795268,0.26733662942596537
5.55,0.2333676053704163,0.22792395275875232
5.6,0.1971407456033634,0.19215671241756607
5.65,0.16454555644780003,0.16003952792492301
5.7,0.1355859377662931,0.13157737010545592
5.75,0.11026603071349228,0.10677437986198444
5.8,0.08859025021861672,0.08563596502778073
5.85,0.07056311160362141,0.068166502191466
5.9,0.05618902458131213,0.05437260475986822
5.95,0.04547236451620424,0.044257482310918084
6.0,0.03841728802138964,0.037825891173282666
6.05,0.03502763824793941,0.03508253305940253
6.1,0.035306923949373584,0.036030502588159395
6.15,0.0392581839381518,0.040672855488228105
6.2,0.04688396285107522,0.04901351900059348
6.25,0.0581863460662619,0.06105369978981698
6.3,0.07316664184512621,0.07679511420768034
6.35,0.09182569669422301,0.09623867776130775
6.4,0.1141635719196712,0.11938389930458046
6.45,0.1401795972994639,0.1462297371612901
6.5,0.16987233272836624,0.1767787547846547
6.55,0.20323965136865868,0.21102229845740922
6.6,0.24027839983978452,0.24895970052447894
6.65,0.28098464775859255,0.2905894015750111
6.7,0.3253538314122467,0.3359043206366997
6.75,0.37338021314211123,0.38489810331870394
6.8,0.4250571157862881,0.4375630838719561
6.85,0.4803770537313115,0.4938953174819376
6.9,0.53933191850034,0.5538803735711486
6.95,0.6019122355228165,0.6175112345184459
7.0,0.6681075063969889,0.6847809111109566
7.05,0.7379067098593728,0.7556767052245912
7.1,0.8112977463839324,0.8301813094994632
7.15,0.8882673116267574,0.9082802117221409
7.2,0.9688015689268371,0.9899633018699546
7.25,1.0528851185880996,1.0752151072002067
7.3,1.1405022494381123,1.164023548571288
7.35,1.2316364133243538,1.2563593392507666
7.4,1.3262694347025648,1.3522134824524532
7.45,1.4243830320966542,1.4515635968527174
7.5,1.5259574070405868,1.5543814069860413
