θ,cost,cost_baseline
5.0,0.860964234204559,0.8617534301090477
5.05,0.7852203990854326,0.7858873126301955
5.1,0.7131324330936537,0.7136891524095964
5.15,0.6446907405252201,0.6451486630254837
5.2,0.5798880894960828,0.5802562673266533
5.25,0.5187194147397708,0.5190039563023945
5.3,0.4611818198883463,0.4613965512593293
5.35,0.4072738323523231,0.40742354586510765
5.4,0.3569955361232676,0.3570908310028794
5.45,0.31034827454314595,0.31039482795031564
5.5,0.2673343236556054,0.26733662942596537
5.55,0.22795697980825003,0.22792395275875232
5.6,0.1922201017280486,0.19215671241756607
5.65,0.16012816815952322,0.16003952792492301
5.7,0.1316859098087727,0.13157737010545592
5.75,0.10689847249375548,0.10677437986198444
5.8,0.08577102871666319,0.08563596502778073
5.85,0.06830880414802513,0.068166502191466
5.9,0.05451685709785894,0.05437260475986822
5.95,0.04440017568256942,0.044257482310918084
6.0,0.037963411205016874,0.037825891173282666
6.05,0.035210864594344644,0.03508253305940253
6.1,0.03614642040069551,0.036030502588159395
6.15,0.04077344539181432,0.040672855488228105
6.2,0.04909479911182995,0.04901351900059348
6.25,0.061112695412989325,0.06105369978981698
6.3,0.07682871138982628,0.07679511420768034
6.35,0.09624370690581355,0.09623867776130775
6.4,0.11935781995443079,0.11938389930458046
6.45,0.14617035393023334,0.1462297371612901
6.5,0.17667987287082587,0.1767787547846547
6.55,0.2108840604179472,0.21102229845740922
6.6,0.24877973024164432,0.24895970052447894
6.65,0.2903627734928608,0.2905894015750111
6.7,0.3356282783437332,0.3359043206366997
6.75,0.3845702645952503,0.38489810331870394
6.8,0.43718191280428653,0.4375630838719561
6.85,0.4934553543247754,0.4938953174819376
6.9,0.5533819415647834,0.5538803735711486
6.95,0.6169519162307523,0.6175112345184459
7.0,0.6841544392558899,0.6847809111109566
7.05,0.7549780115186867,0.7556767052245912
7.1,0.8294099247372017,0.8301813094994632
7.15,0.907436601365586,0.9082802117221409
7.2,0.9890433790180724,0.9899633018699546
7.25,1.0742147892739125,1.0752151072002067
7.3,1.1629342862085708,1.164023548571288
7.35,1.2551846285736765,1.2563593392507666
7.4,1.3509472851205653,1.3522134824524532
7.45,1.4502031668486373,1.4515635968527174
7.5,1.5529321070972557,1.5543814069860413
