y,yhat,yhat_baseline
0.0017346944039024913,0.0,0.0
-0.0018044980922909198,2.7096260321265135e-6,2.6942229804885054e-6
-0.0010200384674471307,3.567436916507512e-5,3.350445443395257e-5
-0.0018941504862805872,0.0001522590279334903,0.00014482334873789374
0.0016065816683934633,0.00040398598112798424,0.0003881160477750673
0.0043816350262685004,0.0008335117224656024,0.0008046444687076667
0.0013151588525764236,0.0014745768973508076,0.0014265235066220244
0.00031444602161589074,0.0023570343967982193,0.002283939149048379
0.0028335817800004244,0.0034923690831756998,0.003387767736062444
0.002097229600417255,0.004855741663608259,0.004716719164512957
0.003674925053113561,0.006393059288140758,0.006226694958825297
0.006843386709594606,0.00804346796633328,0.007867342505032364
0.009741812722039455,0.009751713108803208,0.009603929449188258
0.016341531873339653,0.011446169938996232,0.011384691457261622
0.014630914239747534,0.01305956159115306,0.013162720605636542
0.020501235748416415,0.014541310454201019,0.014903669760401823
0.023863612181153907,0.01584974049488498,0.016579058278793444
0.028976946111669163,0.016959135019175807,0.018168146231552558
0.031672226530391374,0.0178386301981032,0.01963794528755841
0.030864569249196994,0.01847008766177226,0.020968550953828984
0.038057449758569645,0.01885359467159536,0.022158322288487107
0.03145736571950014,0.01900063705957945,0.023209956729103948
0.03332905049744406,0.01889444376462502,0.024093436291265098
0.022915885310605733,0.018525113878931444,0.024785487355380612
0.009514901296679673,0.017912768715199142,0.02528668685580088
0.003107835801565549,0.017105012505567885,0.025626180963142887
-0.012718813243079071,0.01613459934695281,0.025812609610706715
-0.03139251448205138,0.015049543913200868,0.025878221621890015
-0.05692130880969766,0.013904397110294925,0.025863536066376182
-0.08408919738056174,0.012739209680032062,0.025797029007349155
-0.1148985415340695,0.011563831976787916,0.025675817618064426
-0.1420412405783045,0.010384536729782082,0.02549063823856037
-0.17660681817354787,0.009220774833587329,0.025246978342650946
-0.2110424473115002,0.008112713409897011,0.024971183114526983
-0.24415650350208,0.007085188435924508,0.02467418007888357
-0.27584609803184595,0.006133830819692628,0.024339454517375188
-0.3058752387544034,0.005256604289773255,0.02395351491939295
-0.33733675808100644,0.004455719077844806,0.023512872414406197
-0.36376276780316774,0.003734416836045766,0.023013931983385118
-0.3880479387380443,0.0030781717539675748,0.022443971962747094
-0.40416410369517075,0.00246598372515416,0.021786085734709804
-0.4211015242394512,0.0018526238829523099,0.02100567468071563
-0.43055280236690563,0.0011535881746749,0.020031660159400055
-0.43604433004884235,0.00027793955767277476,0.0187878891220256
-0.4396749649850934,-0.0008875511147270633,0.017172304400295532
-0.43458852424650624,-0.0024438867493700276,0.015099110791675197
-0.4272610976666345,-0.004469837193194444,0.012501034860218209
-0.41787698327980427,-0.007008282266151016,0.00936459159797252
-0.4052715130263444,-0.010068869627486763,0.005656405032435402
-0.3877339740017744,-0.013623875583047836,0.0014060059363583653
-0.3702598987149257,-0.01759821079147669,-0.003320173604969055
-0.34857493796666333,-0.021898864129052682,-0.008429998099564944
-0.32760703302045324,-0.026399665622857987,-0.013791568754411484
-0.30585994261431176,-0.030940158408825837,-0.01922319846694454
-0.28299060036922885,-0.03533843041784253,-0.024534886088869973
-0.259020190243157,-0.03942014668401893,-0.02955162215624378
-0.23286499893929347,-0.04303465204385085,-0.03410420717314261
-0.21601285674880105,-0.0460571448939711,-0.038082385922185054
-0.1907104885555838,-0.04837755701802616,-0.04140004574570176
-0.17128672233991515,-0.04987606276432103,-0.04391104011711982
-0.15149285834918602,-0.05043476606743073,-0.0454870167722565
-0.12977413150243733,-0.04995265997030115,-0.0460218282053368
-0.10349946915685701,-0.04837961993342363,-0.045468736272594464
-0.08656281957353355,-0.04575661743067472,-0.04386275792923138
-0.06824876355642157,-0.0421969349689855,-0.04132307034408249
-0.045097703541206194,-0.03787896542098167,-0.03802460889250098
-0.025434870235781917,-0.032986056690697554,-0.03414567209870362
-0.008621871695930105,-0.027691276046992765,-0.029851106666680078
0.011173282678980087,-0.022167194163193703,-0.02534066053863188
0.030096429310881925,-0.016608231251812055,-0.020804193799937393
0.04813869331377065,-0.011203933250430401,-0.016432424731078612
0.07153542282282331,-0.006116633375835049,-0.012399992359442863
0.08510827590576578,-0.0015052992024382767,-0.008855603184538837
0.10957138120120988,0.0024713775994903765,-0.0059267404608382805
0.13001929839009355,0.0056906727578518975,-0.0037751866089131346
0.15492292990846898,0.00802538592523291,-0.0025259968250465436
0.17524569286219274,0.009374509381511274,-0.002300807289544379
0.19901614031908707,0.009664895084239079,-0.003183156378399032
0.22834400144545816,0.008886031346557147,-0.00519649288366285
0.25560469743939823,0.007068109733466359,-0.008304072258005097
0.27889031979538664,0.004289624776494138,-0.012428019760904258
0.3076621041773525,0.0006552311028965545,-0.017456149038199406
0.33204184566269723,-0.003700992521916983,-0.02324326866038
0.3615226364878142,-0.00862972545435858,-0.029626599140893637
0.3861959160445631,-0.013990556485733475,-0.036453553039467686
0.41425404555903533,-0.01963037129215952,-0.043543033106257074
0.43668504468274205,-0.025395401474771807,-0.050694433772514744
0.46468484048301134,-0.031156909176022658,-0.0577742600483296
0.48608550997395217,-0.03681583293795734,-0.06466266600510003
0.5093475573319042,-0.04226910940234201,-0.07122837210040432
0.5238253907582402,-0.04741842259827166,-0.07734336557125784
0.541410231632119,-0.052201711793104996,-0.08291131705219262
0.5559516534004324,-0.0565525384392809,-0.08786926903723562
0.5678289067886028,-0.06042300819180475,-0.09215508351973097
0.5753461699709922,-0.06380399732760358,-0.09576693770302652
0.5759972471297985,-0.06674148596149768,-0.0987356143603301
0.5738173135496013,-0.06932440244496653,-0.10116562020644217
0.5705562675532693,-0.07163808891119816,-0.10315157415275668
0.5602275256896474,-0.07379854867987047,-0.10482768537870603
0.5508061256392079,-0.07595219951364782,-0.10635563630861052
0.5367016725848879,-0.07823083162724598,-0.10789636145302506
0.5143645552422723,-0.08074188334063333,-0.10958804301821626
0.49574835000634654,-0.08361043306389979,-0.1115760056579751
0.4650843263521007,-0.08694644943528744,-0.11400585892016497
0.43799415799791436,-0.09081881818349768,-0.11697512904151787
0.4002201543499632,-0.09526882787474865,-0.12054262107251038
0.36567719312062463,-0.10029061827890429,-0.12473101926571727
0.3299742445525186,-0.10586088237493764,-0.12953046033753698
0.289347966262964,-0.11192336370380283,-0.13489782283772703
0.2455247431301374,-0.1184173309821355,-0.14080972900966934
0.20169888586981735,-0.12528958987336042,-0.1471672408351717
0.15646332894766243,-0.13246613847484742,-0.1538533676642201
0.11347249790327905,-0.13987590695607685,-0.16078950200271094
0.0661697969026227,-0.14742385778925007,-0.16790685236618547
0.027806786085247615,-0.1549828296092033,-0.17502592724071844
-0.01936617165237436,-0.16237755844279392,-0.18195087007158114
-0.05759956661668621,-0.16939952424880836,-0.1884650343172611
-0.10110009532186306,-0.17580855226230985,-0.19431445803578795
-0.14140562687094096,-0.18135412297342604,-0.19925173216689834
-0.17861329265872322,-0.18582020885528278,-0.20301237651002652
-0.21179299319272704,-0.18901388363231805,-0.20536790421723186
-0.24508105581751052,-0.19076866861595765,-0.20612894193795445
-0.27052762321923013,-0.19095823285364727,-0.2051229691276117
-0.3018663618526128,-0.18947390617797405,-0.20222410180454867
-0.324775608451948,-0.18627637910192918,-0.19722947028401144
-0.34293130367280134,-0.18134716560448993,-0.1901958332695881
-0.3609103039460252,-0.17469718286413283,-0.18126544583185966
-0.368783429828474,-0.16639247879722852,-0.170487553826484
-0.37561829822805287,-0.15653959491745129,-0.157903511923339
-0.3797847658913008,-0.14528949524303134,-0.14370445364262904
-0.3785183254892309,-0.13283154602002048,-0.1281121312134032
-0.3768570647921185,-0.11937983661130906,-0.11138040639929507
-0.3580834012800986,-0.10518360473583789,-0.09383087388746643
-0.3529116972510055,-0.090533081749471,-0.07582946154247225
-0.34179668284891795,-0.07569895359701027,-0.05770874628253129
-0.32680300708221427,-0.06093596341998256,-0.03979215938529967
-0.3059330705882113,-0.04648201823913949,-0.022368691951125102
-0.29568284215080015,-0.032556534703410814,-0.005616714323672598
-0.28075430410094443,-0.019358769103539855,0.010193298791601711
-0.26589431351271625,-0.007062527733676408,0.02485933674558892
-0.2529357998531761,0.004214895228546919,0.03823876095341463
-0.24588222680789815,0.014397196386589404,0.05024206389101821
-0.23250828252564548,0.023426187450062298,0.06080901720970352
-0.22776711893978252,0.0312725966673196,0.06989867555931892
-0.2214830401457473,0.0379271126400421,0.07750359021000054
-0.220531088467353,0.043435323032842074,0.08369488861952072
-0.22357591267072455,0.0478952549772763,0.08847811858588335
-0.219995837043695,0.051421547345527445,0.09209961969346445
-0.22167191192974736,0.05415825238165439,0.09477947912620922
-0.22062005606270318,0.05627620090667194,0.09669503500119442
-0.21925164797432423,0.05797683751140205,0.09802610442062039
-0.21780558811242184,0.05944368504209444,0.09899627367682431
-0.20978485255486065,0.06089675006838026,0.09986300501078123
-0.20615833466023972,0.0625581974152576,0.10086793171202264
-0.1958896520757871,0.06460895457550885,0.10221616690943869
-0.18152155015966445,0.06720114400788857,0.10408458974427448
-0.17111815149364965,0.07044595672475022,0.10659473091016139
-0.15559440017523077,0.07437545624116702,0.10978839512799667
-0.12860574854544404,0.07896799752267837,0.11367667588298493
-0.10564901214117485,0.08416463089882016,0.11817662486287679
-0.088414664301879,0.08990922574772803,0.12316674941117721
-0.06301444102203303,0.09613746744230985,0.12856638085390115
-0.03682168730138266,0.10274328347649475,0.1342813192801591
-0.010961416916139263,0.10959221577579498,0.14017109206862932
0.009573166575232214,0.11654227658038695,0.14610099425147546
0.03670939453310042,0.12343368220046311,0.1518892188775107
0.0540069101976044,0.13004985050663756,0.15732231811034655
0.07430252765743571,0.13617869577762404,0.16216940643549188
0.09432273201675195,0.14159638235016675,0.16620980644816355
0.11736768352493775,0.14608734392817652,0.1692368286636627
0.12784328273500845,0.14947512947465383,0.1710322244802439
0.1450642253515329,0.1515921947915264,0.1714113060576734
0.16013329648692398,0.15230916570001873,0.17023498824232203
0.17130621006461486,0.1515659904833856,0.16741770716471852
0.17811799624541455,0.14933029324872102,0.16292690154248238
0.1832152394443002,0.14561899372327336,0.1567988617943097
0.18763228660355175,0.1405322649811235,0.14912385898249253
0.1879711057899846,0.1341930944215818,0.13997615831161625
0.1870976350752079,0.12675146510914978,0.129577823263784
0.18150513559443796,0.118371336265322,0.11814082719449323
0.18176768520770126,0.1092486907265185,0.10592068874827937
0.17037949899941154,0.09957664883940671,0.09306278793283514
0.16633615483407244,0.08953748693084626,0.07978499137445198
0.1580629418282213,0.0792937936487586,0.0662749599948558
0.14506331075361595,0.0689833114371778,0.05269641918423919
0.12970437642457341,0.05871953672018555,0.03918985389210959
0.12068363507003084,0.048593972715714855,0.025862765284368268
